price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
89,84,2011,6,24,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"209,45",71,2011,6,24,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
"144,1",114,2011,6,25,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
160,405,2011,6,26,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
14,472,2011,6,26,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
55,430,2011,6,27,LuthorCorp,Europe,Italy,Sports,Trial Bike
49,201,2011,6,27,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
14,247,2011,6,27,Colonial Movers,Europe,Spain,Sports,Mountain Bike
10,448,2011,6,28,Central Perk,South America,Ecuador,Sports,Snowboard boots
860,358,2011,6,28,Omni Consimer Products,Europe,Germany,Sports,Touring bike
14,489,2011,6,28,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
47,104,2011,6,29,Globo-Chem,North America,Canada,Sports,Mountain Bike
14,479,2011,6,29,Thatherton Fuels,South America,Ecuador,Sports,Termic Jacket 
"114,18",292,2011,6,29,Smith and Co.,Europe,Spain,Sports,Snowboard boots
"144,1",389,2011,6,30,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
25,479,2011,6,30,Incom Corporation,Europe,Spain,Sports,Trial Bike
"49,95",344,2011,7,1,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
195,63,2011,7,2,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
70,440,2011,7,2,General Products,Europe,Spain,Sports,Snowboard boots
"155,51",487,2011,7,3,Colonial Movers,Europe,Spain,Sports,Mountain Bike
49,154,2011,7,4,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"45,2676",426,2011,7,4,LexCorp,South America,Brazil,Sports,Trial Bike
49,103,2011,7,4,United Fried Chicken,South America,Brazil,Sports,Tent for extreme weather
"101,58",496,2011,7,5,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
"44,0279",317,2011,7,5,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"261,9",491,2011,7,6,Flowers By Irene,Europe,Denmark,Sports,Snowboard table
"242,1",380,2011,7,6,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
90,266,2011,7,6,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
"193,421",40,2011,7,7,Gringotts,South America,Ecuador,Sports,Climbing equipment
190,209,2011,7,7,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
14,466,2011,7,8,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
135,449,2011,7,8,Mooby Corp,South America,Paraguay,Sports,Climbing boots
"73,687",286,2011,7,9,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"105,75",179,2011,7,10,Incom Corporation,Europe,Spain,Sports,Snowboard table
"257,75",413,2011,7,10,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
140,57,2011,7,10,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
"236,5",75,2011,7,11,Powell Motors,Europe,Spain,Sports,Mountain Bike
"137,699",264,2011,7,11,Mooby Corp,South America,Ecuador,Sports,Climbing boots
160,348,2011,7,12,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
156,160,2011,7,13,U.S. Robotics and Mechanical Men,South America,Argentina,Sports,Mountain Bike
28,257,2011,7,13,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
20,232,2011,7,14,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
88,299,2011,7,14,General Products,Europe,Austria,Sports,Snowboard boots
49,317,2011,7,14,Sample Company,Europe,Switzerland,Sports,Tent for extreme weather
217,470,2011,7,15,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
125,488,2011,7,16,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
"193,421",286,2011,7,16,Gringotts,South America,Ecuador,Sports,Climbing equipment
14,177,2011,7,16,Sirius Cybernetics Corporation,Europe,Spain,Sports,Mountain Bike
160,428,2011,7,17,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
"137,751",233,2011,7,18,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"49,95",196,2011,7,18,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
"120,75",418,2011,7,19,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
"26,95",255,2011,7,19,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"193,421",279,2011,7,20,Gringotts,South America,Ecuador,Sports,Climbing equipment
55,399,2011,7,21,LuthorCorp,Europe,Italy,Sports,Trial Bike
46,290,2011,7,22,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
20,228,2011,7,22,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
"236,5",192,2011,7,23,Powell Motors,Europe,Spain,Sports,Mountain Bike
89,330,2011,7,23,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
199,214,2011,7,23,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
130,487,2011,7,24,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
"146,5",383,2011,7,24,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
140,263,2011,7,25,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
14,270,2011,7,25,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
"110,37",447,2011,7,25,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
165,299,2011,7,26,Industrial Automation,Europe,Poland,Sports,Climbing glasses
65,184,2011,7,26,Gizmonic Institute,South America,Peru,Videos,Extreme mountain bike sessions (2012)
"45,83",20,2011,7,26,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
"41,32",260,2011,7,27,Wayne Enterprises,Europe,Spain,Various,Various
99,223,2011,7,28,LuthorCorp,Europe,Croatia,Sports,Trial Bike
145,365,2011,7,29,Industrial Automation,Europe,Germany,Sports,Climbing glasses
36,132,2011,7,30,Thrift Bank,South America,Ecuador,Sports,Paddle Tennis Set
"45,27",113,2011,7,30,LuthorCorp,Europe,Hungary,Sports,Trial Bike
14,341,2011,7,31,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
250,73,2011,7,31,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
"108,25",29,2011,8,1,Osato Chemicals,North America,United States of America,Videos,"Climb higher, faster, better (2010)"
"108,25",467,2011,8,1,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
"49,95",156,2011,8,1,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
217,238,2011,8,2,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
49,120,2011,8,2,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
14,129,2011,8,3,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
10,122,2011,8,4,Tip Top Cafe,South America,Brazil,Sports,Snowboard boots
"49,5",233,2011,8,4,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
"167,24",163,2011,8,5,ZiffCorp,North America,United States of America,Sports,Snowboard boots
"108,25",201,2011,8,5,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
250,103,2011,8,6,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
20,289,2011,8,7,Klimpys,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
"49,95",131,2011,8,7,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
49,304,2011,8,7,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"49,95",15,2011,8,8,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
86,279,2011,8,9,LuthorCorp,Europe,Cyprus,Sports,Trial Bike
14,321,2011,8,10,Sirius Cybernetics Corporation,Europe,Spain,Sports,Mountain Bike
145,63,2011,8,10,Industrial Automation,Europe,Germany,Sports,Climbing glasses
"115,54",247,2011,8,11,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
"45,3",170,2011,8,11,Foo Bars,South America,Brazil,Sports,Trial Bike
125,22,2011,8,11,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
90,213,2011,8,12,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
"49,95",126,2011,8,12,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
195,449,2011,8,12,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
"49,95",431,2011,8,13,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
60,232,2011,8,14,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"242,5",440,2011,8,14,Wentworth Industries,Europe,Ireland,Various,Various
130,49,2011,8,14,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
20,373,2011,8,15,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"49,95",344,2011,8,15,Osato Chemicals,North America,United States of America,Books,Bicycle Wheel
125,282,2011,8,16,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
320,259,2011,8,16,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
"47,9592",131,2011,8,17,Demo Company,South America,Uruguay,Books,Build your own bicycle
199,320,2011,8,18,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
140,174,2011,8,18,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
"155,8",275,2011,8,19,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
130,10,2011,8,20,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
125,46,2011,8,21,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
"149,57",280,2011,8,21,LexCorp,South America,Brazil,Sports,Snowboard table
14,370,2011,8,22,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
49,103,2011,8,23,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"49,95",287,2011,8,23,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
14,263,2011,8,23,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
126,408,2011,8,24,Tessier-Ashpool,Europe,Portugal,Sports,Termic Jacket 
"108,25",225,2011,8,25,Osato Chemicals,North America,United States of America,Videos,"Climb higher, faster, better (2010)"
190,218,2011,8,25,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
140,342,2011,8,25,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
20,375,2011,8,26,Chez Quis,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
22,197,2011,8,26,Strickland Propane,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
"49,95",131,2011,8,27,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
10,386,2011,8,28,Moes Tavern,South America,Brazil,Sports,Snowboard boots
"115,54",475,2011,8,28,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
14,397,2011,8,29,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
49,85,2011,8,30,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"49,95",392,2011,8,31,Globo-Chem,North America,Canada,Books,Bicycle Wheel
"137,751",126,2011,9,1,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"101,58",43,2011,9,1,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
"49,95",352,2011,9,1,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
"49,95",62,2011,9,2,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
"137,751",225,2011,9,2,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
20,362,2011,9,2,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
"50,5325",318,2011,9,3,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"45,52",293,2011,9,4,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
46,232,2011,9,4,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
190,461,2011,9,4,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
"49,95",345,2011,9,5,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
49,434,2011,9,5,Sample Company,Europe,Switzerland,Sports,Tent for extreme weather
"209,45",75,2011,9,6,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
"137,751",391,2011,9,6,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
340,168,2011,9,6,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"94,52",139,2011,9,7,Bluth Company,South America,Brazil,Sports,Snowboard table
"144,1",273,2011,9,7,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Mountain Bike
49,444,2011,9,7,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"45,52",246,2011,9,8,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
"49,5",266,2011,9,8,123 Warehousing,North America,United States of America,Sports,Trial Bike
126,462,2011,9,9,Tessier-Ashpool,Europe,Portugal,Sports,Termic Jacket 
"236,5",181,2011,9,10,Powell Motors,Europe,Spain,Sports,Mountain Bike
230,19,2011,9,10,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
25,89,2011,9,10,Corellian Engineering Corporation,Europe,Spain,Sports,Trial Bike
60,125,2011,9,11,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
320,387,2011,9,12,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
345,315,2011,9,13,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
49,70,2011,9,13,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
"49,95",495,2011,9,14,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
"45,3",163,2011,9,15,Foo Bars,South America,Brazil,Sports,Trial Bike
60,427,2011,9,15,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
71,66,2011,9,15,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
235,380,2011,9,16,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
49,230,2011,9,17,Foo Bars,South America,Brazil,Sports,Snowboard table
"91,67",490,2011,9,17,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
20,202,2011,9,17,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"45,3",13,2011,9,18,Foo Bars,South America,Brazil,Sports,Trial Bike
49,274,2011,9,19,United Fried Chicken,South America,Brazil,Sports,Tent for extreme weather
"49,5",233,2011,9,19,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
14,126,2011,9,19,Virtucon,South America,Brazil,Sports,Termic Jacket 
"146,5",284,2011,9,20,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
"49,95",133,2011,9,21,General Products,Europe,Spain,Books,Bicycle Wheel
14,441,2011,9,21,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
"140,1",375,2011,9,22,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
"162,71",29,2011,9,23,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
"50,2403",245,2011,9,23,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
14,301,2011,9,24,Colonial Movers,Europe,Spain,Sports,Mountain Bike
"146,5",262,2011,9,25,Sirius Cybernetics Corporation,Europe,Spain,Sports,Snowboard table
125,157,2011,9,26,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
998,58,2011,9,27,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
90,76,2011,9,27,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
235,97,2011,9,28,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
20,74,2011,9,28,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
140,243,2011,9,29,Omni Consimer Products,Europe,Poland,Sports,Bicycle brakes
"137,699",406,2011,9,30,Mooby Corp,South America,Ecuador,Sports,Climbing boots
125,423,2011,9,30,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
"197,29",248,2011,9,30,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
49,220,2011,10,1,Sample Company,Europe,Switzerland,Sports,Tent for extreme weather
"241,5",487,2011,10,1,Demo Company,South America,Uruguay,Sports,Snowboard table
240,353,2011,10,2,Powell Motors,Europe,Portugal,Sports,Mountain Bike
99,275,2011,10,2,LuthorCorp,Europe,Croatia,Sports,Trial Bike
"114,18",362,2011,10,2,Smith and Co.,Europe,Spain,Sports,Snowboard boots
14,303,2011,10,3,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
59,202,2011,10,3,Three Waters,South America,Ecuador,Sports,Mountain Bike
20,380,2011,10,3,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
"157,8",431,2011,10,4,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
20,277,2011,10,4,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
145,432,2011,10,5,Industrial Automation,Europe,Germany,Sports,Climbing glasses
155,245,2011,10,5,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
55,200,2011,10,5,General Products,Europe,Czech Republic,Sports,Snowboard boots
20,339,2011,10,6,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
"42,07",438,2011,10,6,Virtucon,South America,Brazil,Sports,Trial Bike
"49,95",277,2011,10,6,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
47,202,2011,10,7,LuthorCorp,Europe,Poland,Sports,Trial Bike
20,349,2011,10,7,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
"155,8",402,2011,10,8,Water and Power,South America,Ecuador,Sports,Rafting Boat
"155,51",304,2011,10,9,Colonial Movers,Europe,Spain,Sports,Mountain Bike
"49,95",499,2011,10,9,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"155,3",420,2011,10,10,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
"101,58",81,2011,10,10,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
49,267,2011,10,10,Industrial Automation,Europe,Spain,Sports,Mountain Bike
47,303,2011,10,11,LuthorCorp,Europe,Poland,Sports,Trial Bike
20,11,2011,10,12,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
71,249,2011,10,12,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
10,391,2011,10,12,Tip Top Cafe,South America,Brazil,Sports,Snowboard boots
"146,5",409,2011,10,13,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
89,49,2011,10,13,LuthorCorp,Europe,Greece,Sports,Trial Bike
14,132,2011,10,14,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
20,315,2011,10,14,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
"41,32",444,2011,10,15,Praxis Corporation,Europe,Spain,Various,Various
"49,95",151,2011,10,16,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
